train,valid
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8881747504196483,0.8578929247719057
0.8881747504196483,0.8578929247719057
0.8884839650145773,0.8602455959143858
0.888439791501016,0.8617662248235497
0.888439791501016,0.8617662248235497
0.888439791501016,0.8617662248235497
0.8883956179874547,0.8597004647960061
0.8883956179874547,0.8597004647960061
0.8883072709603322,0.8619383714925116
0.8883072709603322,0.8619383714925116
0.8883072709603322,0.861995753715499
0.8885170951497482,0.8619383714925116
0.8880753600141356,0.8634876915131692
0.8877219719056454,0.8655534515407127
0.8877219719056454,0.8655534515407127
0.8877219719056454,0.8655534515407127
0.8877219719056454,0.8655534515407127
0.8874569308242778,0.865438687094738
0.8874569308242778,0.865438687094738
0.887324410283594,0.8653239226487635
0.8874569308242778,0.865438687094738
0.887324410283594,0.8653239226487635
0.8866176340666136,0.8661272737705858
0.8869489354183232,0.8659551271016239
0.8867501546072974,0.8667584782234464
0.8867501546072974,0.8667584782234464
0.8867501546072974,0.8667584782234464
0.8867501546072974,0.8667584782234464
0.8867501546072974,0.8667584782234464
0.8867501546072974,0.8667584782234464
0.8867501546072974,0.8667584782234464
0.8867501546072974,0.8667584782234464
0.887015195688665,0.8672749182303322
0.8867501546072974,0.8667584782234464
0.8867501546072974,0.8667584782234464
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.887015195688665,0.8672749182303322
0.8890803074476544,0.8677626671257245
0.8890803074476544,0.8677626671257245
0.8893674352858026,0.8677626671257245
0.8896103896103896,0.8679348137946864
0.8893895220425833,0.8678200493487118
0.889798127043025,0.8681643426866357
0.889798127043025,0.8681643426866357
0.8900962982595636,0.8681930337981293
0.8900962982595636,0.8687668560280025
0.8900962982595636,0.8687668560280025
0.8903282092057603,0.8693406782578758
0.8906484671790794,0.8693406782578758
0.8906484671790794,0.8693406782578758
0.8907699443413729,0.8695128249268377
0.890736814206202,0.869570207149825
0.890736814206202,0.869570207149825
0.8907809877197632,0.8692832960348884
0.8906042936655182,0.8685947093590406
0.8908693347468858,0.8691111493659265
0.8906042936655182,0.8685947093590406
0.8906042936655182,0.8685947093590406
0.8906042936655182,0.8685947093590406
0.8908251612333244,0.8685947093590406
0.8906042936655182,0.8685947093590406
0.8910239420443502,0.8685947093590406
0.8912448096121566,0.8691685315889137
0.8912448096121566,0.8691685315889137
0.8911343758282534,0.8690537671429391
0.8911343758282534,0.8690537671429391
0.8911343758282534,0.8691111493659265
0.8910791589363017,0.8690537671429391
0.8914988073151339,0.8692832960348884
0.8914988073151339,0.8692832960348884
